Date,Energie cumule (kWh),Energie par periode (kWh),Puissance moyenne (kW)
2024-11-10 11:20:00,412845,1,1.5
2024-11-10 12:00:00,412847,2,3
2024-11-10 12:40:00,412848,1,1.5
2024-11-10 13:20:00,412850,2,3
2024-11-10 14:00:00,412852,2,3
2024-11-10 14:40:00,412854,2,3
2024-11-10 15:20:00,412855,1,1.5
2024-11-10 16:00:00,412857,2,3
2024-11-10 16:40:00,412860,3,4.5
2024-11-10 17:20:00,412861,1,1.5
2024-11-10 18:00:00,412863,2,3
2024-11-10 18:40:00,412865,2,3
2024-11-10 19:20:00,412867,2,3
2024-11-10 20:00:00,412868,1,1.5
2024-11-10 20:40:00,412870,2,3
2024-11-10 21:20:00,412872,2,3
2024-11-10 22:00:00,412874,2,3
2024-11-10 22:40:00,412875,1,1.5
2024-11-10 23:20:00,412877,2,3
2024-11-11 00:00:00,412879,2,3
2024-11-11 00:40:00,412883,4,6
2024-11-11 01:20:00,412886,3,4.5
2024-11-11 02:00:00,412888,2,3
2024-11-11 02:40:00,412890,2,3
2024-11-11 03:20:00,412892,2,3
2024-11-11 04:00:00,412894,2,3
2024-11-11 04:40:00,412896,2,3
2024-11-11 05:20:00,412898,2,3
2024-11-11 06:00:00,412899,1,1.5
2024-11-11 06:40:00,412901,2,3
2024-11-11 07:20:00,412903,2,3
2024-11-11 08:00:00,412905,2,3
2024-11-11 08:40:00,412907,2,3
2024-11-11 09:20:00,412908,1,1.5
2024-11-11 10:00:00,412910,2,3
2024-11-11 10:40:00,412912,2,3
2024-11-11 11:20:00,412913,1,1.5
2024-11-11 12:00:00,412915,2,3
2024-11-11 12:40:00,412917,2,3
2024-11-11 13:20:00,412918,1,1.5
2024-11-11 14:00:00,412920,2,3
2024-11-11 14:40:00,412922,2,3
2024-11-11 15:20:00,412924,2,3
2024-11-11 16:00:00,412926,2,3
2024-11-11 16:40:00,412927,1,1.5
2024-11-11 17:20:00,412929,2,3
2024-11-11 18:00:00,412931,2,3
2024-11-11 18:40:00,412932,1,1.5
2024-11-11 19:20:00,412934,2,3
2024-11-11 20:00:00,412936,2,3
2024-11-11 20:40:00,412938,2,3
2024-11-11 21:20:00,412939,1,1.5
2024-11-11 22:00:00,412941,2,3
2024-11-11 22:40:00,412943,2,3
2024-11-11 23:20:00,412944,1,1.5
2024-11-12 00:00:00,412945,1,1.5
2024-11-12 00:40:00,412949,4,6
2024-11-12 01:20:00,412952,3,4.5
2024-11-12 02:00:00,412953,1,1.5
2024-11-12 02:40:00,412955,2,3
2024-11-12 03:20:00,412956,1,1.5
2024-11-12 04:00:00,412957,1,1.5
2024-11-12 04:40:00,412958,1,1.5
2024-11-12 05:20:00,412959,1,1.5
2024-11-12 06:00:00,412961,2,3
2024-11-12 06:40:00,412964,3,4.5
2024-11-12 07:20:00,412967,3,4.5
2024-11-12 08:00:00,412971,4,6
2024-11-12 08:40:00,412977,6,9
2024-11-12 09:20:00,412983,6,9
2024-11-12 10:00:00,412991,8,12
2024-11-12 10:40:00,412999,8,12
2024-11-12 11:20:00,413004,5,7.5
2024-11-12 12:00:00,413012,8,12
2024-11-12 12:40:00,413018,6,9
2024-11-12 13:20:00,413022,4,6
2024-11-12 14:00:00,413028,6,9
2024-11-12 14:40:00,413037,9,13.5
2024-11-12 15:20:00,413043,6,9
2024-11-12 16:00:00,413053,10,15
2024-11-12 16:40:00,413063,10,15
2024-11-12 17:20:00,413069,6,9
2024-11-12 18:00:00,413079,10,15
2024-11-12 18:40:00,413088,9,13.5
2024-11-12 19:20:00,413093,5,7.5
2024-11-12 20:00:00,413098,5,7.5
2024-11-12 20:40:00,413102,4,6
2024-11-12 21:20:00,413105,3,4.5
2024-11-12 22:00:00,413108,3,4.5
2024-11-12 22:40:00,413112,4,6
2024-11-12 23:20:00,413114,2,3
2024-11-13 00:00:00,413117,3,4.5
2024-11-13 00:40:00,413122,5,7.5
2024-11-13 01:20:00,413126,4,6
2024-11-13 02:00:00,413131,5,7.5
2024-11-13 02:40:00,413134,3,4.5
2024-11-13 03:20:00,413136,2,3
2024-11-13 04:00:00,413140,4,6
2024-11-13 04:40:00,413143,3,4.5
2024-11-13 05:20:00,413146,3,4.5
2024-11-13 06:00:00,413149,3,4.5
2024-11-13 06:40:00,413153,4,6
2024-11-13 07:20:00,413157,4,6
2024-11-13 08:00:00,413164,7,10.5
2024-11-13 08:40:00,413172,8,12
2024-11-13 09:20:00,413178,6,9
2024-11-13 10:00:00,413189,11,16.5
2024-11-13 10:40:00,413200,11,16.5
2024-11-13 11:20:00,413208,8,12
2024-11-13 12:00:00,413217,9,13.5
2024-11-13 13:00:00,413229,12,12
2024-11-13 13:40:00,413237,8,12
2024-11-13 14:20:00,413243,6,9
2024-11-13 15:00:00,413253,10,15
2024-11-13 15:40:00,413263,10,15
2024-11-13 16:20:00,413269,6,9
2024-11-13 17:00:00,413279,10,15
2024-11-13 17:40:00,413289,10,15
2024-11-13 18:20:00,413295,6,9
2024-11-13 19:00:00,413305,10,15
2024-11-13 19:40:00,413313,8,12
2024-11-13 20:20:00,413318,5,7.5
2024-11-13 21:00:00,413324,6,9
2024-11-13 21:40:00,413328,4,6
2024-11-13 22:20:00,413330,2,3
2024-11-13 23:00:00,413334,4,6
2024-11-13 23:40:00,413337,3,4.5
2024-11-14 00:20:00,413339,2,3
2024-11-14 01:00:00,413345,6,9
2024-11-14 01:40:00,413351,6,9
2024-11-14 02:20:00,413352,1,1.5
2024-11-14 03:00:00,413358,6,9
2024-11-14 03:40:00,413361,3,4.5
2024-11-14 04:20:00,413364,3,4.5
2024-11-14 05:00:00,413367,3,4.5
2024-11-14 05:40:00,413370,3,4.5
2024-11-14 06:20:00,413373,3,4.5
2024-11-14 07:00:00,413378,5,7.5
2024-11-14 07:40:00,413384,6,9
2024-11-14 08:20:00,413389,5,7.5
2024-11-14 09:00:00,413397,8,12
2024-11-14 09:40:00,413407,10,15
2024-11-14 10:20:00,413413,6,9
2024-11-14 11:00:00,413424,11,16.5
2024-11-14 11:40:00,413435,11,16.5
2024-11-14 12:20:00,413443,8,12
2024-11-14 13:00:00,413453,10,15
2024-11-14 13:40:00,413463,10,15
2024-11-14 14:20:00,413469,6,9
2024-11-14 15:00:00,413478,9,13.5
2024-11-14 15:40:00,413487,9,13.5
2024-11-14 16:20:00,413492,5,7.5
2024-11-14 17:00:00,413503,11,16.5
2024-11-14 17:40:00,413512,9,13.5
2024-11-14 18:20:00,413518,6,9
2024-11-14 19:00:00,413526,8,12
2024-11-14 19:40:00,413534,8,12
2024-11-14 20:20:00,413540,6,9
2024-11-14 21:00:00,413548,8,12
2024-11-14 21:40:00,413554,6,9
2024-11-14 22:20:00,413558,4,6
2024-11-14 23:00:00,413563,5,7.5
2024-11-14 23:40:00,413568,5,7.5
2024-11-15 00:20:00,413571,3,4.5
2024-11-15 01:00:00,413579,8,12
2024-11-15 01:40:00,413586,7,10.5
2024-11-15 02:20:00,413591,5,7.5
2024-11-15 03:00:00,413597,6,9
2024-11-15 03:40:00,413602,5,7.5
2024-11-15 04:20:00,413606,4,6
2024-11-15 05:00:00,413611,5,7.5
2024-11-15 05:40:00,413616,5,7.5
2024-11-15 06:20:00,413620,4,6
2024-11-15 07:00:00,413627,7,10.5
2024-11-15 07:40:00,413634,7,10.5
2024-11-15 08:20:00,413638,4,6
2024-11-15 09:00:00,413646,8,12
2024-11-15 09:40:00,413655,9,13.5
2024-11-15 10:10:00,413661,6,12
2024-11-15 10:50:00,413667,6,9
2024-11-15 11:30:00,413680,13,19.5
2024-11-15 12:10:00,413691,11,16.5
2024-11-15 12:50:00,413698,7,10.5
2024-11-15 13:30:00,413706,8,12
2024-11-15 14:10:00,413715,9,13.5
2024-11-15 14:50:00,413721,6,9
2024-11-15 15:30:00,413730,9,13.5
2024-11-15 16:10:00,413739,9,13.5
2024-11-15 16:50:00,413744,5,7.5
2024-11-15 17:30:00,413752,8,12
2024-11-15 18:10:00,413760,8,12
2024-11-15 18:50:00,413765,5,7.5
2024-11-15 19:30:00,413771,6,9
2024-11-15 20:10:00,413776,5,7.5
2024-11-15 20:50:00,413778,2,3
2024-11-15 21:30:00,413782,4,6
2024-11-15 22:10:00,413785,3,4.5
2024-11-15 22:50:00,413788,3,4.5
2024-11-15 23:30:00,413791,3,4.5
2024-11-16 00:10:00,413795,4,6
2024-11-16 00:50:00,413798,3,4.5
2024-11-16 01:30:00,413804,6,9
2024-11-16 02:10:00,413809,5,7.5
2024-11-16 02:50:00,413811,2,3
2024-11-16 03:30:00,413814,3,4.5
2024-11-16 04:10:00,413818,4,6
2024-11-16 04:50:00,413820,2,3
2024-11-16 05:30:00,413823,3,4.5
2024-11-16 06:10:00,413827,4,6
2024-11-16 06:50:00,413829,2,3
2024-11-16 07:30:00,413832,3,4.5
2024-11-16 08:10:00,413836,4,6
2024-11-16 08:50:00,413838,2,3
2024-11-16 09:30:00,413841,3,4.5
2024-11-16 10:10:00,413844,3,4.5
2024-11-16 10:50:00,413846,2,3
2024-11-16 11:30:00,413850,4,6
2024-11-16 12:10:00,413853,3,4.5
2024-11-16 12:50:00,413855,2,3
2024-11-16 13:30:00,413859,4,6
2024-11-16 14:10:00,413862,3,4.5
2024-11-16 14:50:00,413864,2,3
2024-11-16 15:30:00,413868,4,6
2024-11-16 16:10:00,413871,3,4.5
2024-11-16 16:50:00,413873,2,3
2024-11-16 17:30:00,413876,3,4.5
2024-11-16 18:10:00,413881,5,7.5
2024-11-16 18:50:00,413884,3,4.5
2024-11-16 19:30:00,413889,5,7.5
2024-11-16 20:10:00,413893,4,6
2024-11-16 20:50:00,413896,3,4.5
2024-11-16 21:30:00,413899,3,4.5
2024-11-16 22:10:00,413903,4,6
2024-11-16 22:50:00,413905,2,3
2024-11-16 23:30:00,413910,5,7.5
2024-11-17 00:10:00,413914,4,6
2024-11-17 00:50:00,413919,5,7.5
2024-11-17 01:30:00,413925,6,9
2024-11-17 02:10:00,413930,5,7.5
2024-11-17 02:50:00,413932,2,3
2024-11-17 03:30:00,413938,6,9
2024-11-17 04:10:00,413942,4,6
2024-11-17 04:50:00,413945,3,4.5
2024-11-17 05:30:00,413949,4,6
2024-11-17 06:10:00,413954,5,7.5
2024-11-17 06:50:00,413957,3,4.5
2024-11-17 07:30:00,413962,5,7.5
2024-11-17 08:10:00,413967,5,7.5
2024-11-17 08:50:00,413970,3,4.5
2024-11-17 09:30:00,413975,5,7.5
2024-11-17 10:10:00,413980,5,7.5
2024-11-17 10:50:00,413984,4,6
2024-11-17 11:30:00,413989,5,7.5
2024-11-17 12:10:00,413994,5,7.5
2024-11-17 12:50:00,413998,4,6
2024-11-17 13:30:00,414003,5,7.5
2024-11-17 14:10:00,414007,4,6
2024-11-17 14:50:00,414010,3,4.5
2024-11-17 15:30:00,414014,4,6
2024-11-17 16:10:00,414018,4,6
2024-11-17 16:50:00,414020,2,3
2024-11-17 17:30:00,414025,5,7.5
2024-11-17 18:10:00,414029,4,6
2024-11-17 18:50:00,414032,3,4.5
2024-11-17 19:30:00,414035,3,4.5
2024-11-17 20:10:00,414039,4,6
2024-11-17 20:50:00,414041,2,3
2024-11-17 21:30:00,414044,3,4.5
2024-11-17 22:10:00,414048,4,6
2024-11-17 22:50:00,414050,2,3
2024-11-17 23:30:00,414054,4,6
2024-11-18 00:10:00,414058,4,6
2024-11-18 00:50:00,414061,3,4.5
2024-11-18 01:30:00,414067,6,9
2024-11-18 02:10:00,414070,3,4.5
2024-11-18 02:50:00,414074,4,6
2024-11-18 03:30:00,414079,5,7.5
2024-11-18 04:10:00,414084,5,7.5
2024-11-18 04:50:00,414087,3,4.5
2024-11-18 05:30:00,414091,4,6
2024-11-18 06:10:00,414094,3,4.5
2024-11-18 06:50:00,414098,4,6
2024-11-18 07:30:00,414105,7,10.5
2024-11-18 08:10:00,414111,6,9
2024-11-18 08:50:00,414115,4,6
2024-11-18 09:30:00,414124,9,13.5
2024-11-18 10:10:00,414133,9,13.5
2024-11-18 10:50:00,414139,6,9
2024-11-18 11:30:00,414150,11,16.5
2024-11-18 12:10:00,414162,12,18
2024-11-18 12:50:00,414169,7,10.5
2024-11-18 13:30:00,414178,9,13.5
2024-11-18 14:10:00,414188,10,15
2024-11-18 18:20:00,414254,66,15.84
2024-11-18 19:00:00,414267,13,19.5
2024-11-18 19:40:00,414276,9,13.5
2024-11-18 20:20:00,414282,6,9
2024-11-18 21:00:00,414290,8,12
2024-11-18 21:40:00,414296,6,9
2024-11-18 22:20:00,414298,2,3
2024-11-18 23:00:00,414301,3,4.5
2024-11-18 23:40:00,414305,4,6
2024-11-19 00:20:00,414308,3,4.5
2024-11-19 01:00:00,414314,6,9
2024-11-19 01:40:00,414320,6,9
2024-11-19 02:20:00,414324,4,6
2024-11-19 03:00:00,414330,6,9
2024-11-19 03:40:00,414334,4,6
2024-11-19 04:20:00,414336,2,3
2024-11-19 05:00:00,414340,4,6
2024-11-19 05:40:00,414344,4,6
2024-11-19 06:20:00,414347,3,4.5
2024-11-19 07:00:00,414354,7,10.5
2024-11-19 07:40:00,414360,6,9
2024-11-19 08:20:00,414365,5,7.5
2024-11-19 09:00:00,414374,9,13.5
2024-11-19 09:40:00,414385,11,16.5
2024-11-19 10:20:00,414393,8,12
2024-11-19 11:00:00,414405,12,18
2024-11-19 11:40:00,414417,12,18
2024-11-19 12:20:00,414425,8,12
2024-11-19 13:00:00,414435,10,15
2024-11-19 13:40:00,414444,9,13.5
2024-11-19 14:20:00,414451,7,10.5
2024-11-19 15:00:00,414462,11,16.5
2024-11-19 15:50:00,414473,11,13.2
2024-11-19 16:30:00,414483,10,15
2024-11-19 17:10:00,414492,9,13.5
2024-11-19 17:50:00,414498,6,9
2024-11-19 18:30:00,414507,9,13.5
2024-11-19 19:10:00,414516,9,13.5
2024-11-19 19:50:00,414522,6,9
2024-11-19 20:30:00,414528,6,9
2024-11-19 21:10:00,414532,4,6
2024-11-19 21:50:00,414535,3,4.5
2024-11-19 22:30:00,414538,3,4.5
2024-11-19 23:10:00,414542,4,6
2024-11-19 23:50:00,414544,2,3
2024-11-20 00:30:00,414549,5,7.5
2024-11-20 01:10:00,414555,6,9
2024-11-20 01:50:00,414558,3,4.5
2024-11-20 02:30:00,414564,6,9
2024-11-20 03:10:00,414568,4,6
2024-11-20 03:50:00,414571,3,4.5
2024-11-20 04:30:00,414576,5,7.5
2024-11-20 05:10:00,414580,4,6
2024-11-20 05:50:00,414582,2,3
2024-11-20 06:30:00,414587,5,7.5
2024-11-20 07:10:00,414594,7,10.5
2024-11-20 07:50:00,414599,5,7.5
2024-11-20 08:30:00,414608,9,13.5
2024-11-20 09:00:00,414608,0,0
2024-11-20 09:20:00,-99,-414707,-1244121
2024-11-20 09:50:00,-99,0,0
2024-11-20 10:20:00,-99,0,0
2024-11-20 10:30:00,-99,0,0
2024-11-20 10:40:05,-99,0,0
2024-11-20 10:50:00,-99,0,0
2024-11-20 11:10:00,-99,0,0
2024-11-20 11:20:00,-99,0,0
2024-11-20 11:30:00,-99,0,0
2024-11-20 11:50:00,-99,0,0
2024-11-20 12:00:00,-99,0,0
2024-11-20 12:30:00,-99,0,0
2024-11-20 13:00:00,-99,0,0
2024-11-20 13:30:00,-99,0,0
2024-11-20 13:40:00,-99,0,0
2024-11-20 13:50:00,-99,0,0
2024-11-20 14:20:00,-99,0,0
2024-11-20 15:00:00,-99,0,0
2024-11-20 15:20:00,-99,0,0
2024-11-20 15:40:00,-99,0,0
2024-11-20 15:50:00,-99,0,0
2024-11-20 16:10:00,-99,0,0
2024-11-20 16:30:00,-99,0,0
2024-11-20 16:40:00,-99,0,0
2024-11-20 16:50:00,-99,0,0
2024-11-20 17:00:00,-99,0,0
2024-11-20 17:30:00,-99,0,0
2024-11-20 18:00:00,-99,0,0
2024-11-20 18:30:00,-99,0,0
2024-11-20 19:00:00,-99,0,0
2024-11-20 19:30:00,-99,0,0
2024-11-20 19:40:00,-99,0,0
2024-11-20 20:00:00,-99,0,0
2024-11-20 20:10:05,-99,0,0
2024-11-20 20:30:00,-99,0,0
2024-11-20 20:40:00,-99,0,0
2024-11-20 21:10:00,-99,0,0
2024-11-20 22:10:00,-99,0,0
2024-11-20 22:40:00,-99,0,0
2024-11-20 23:10:00,-99,0,0
2024-11-20 23:40:00,-99,0,0
2024-11-21 00:10:00,-99,0,0
2024-11-21 00:40:00,-99,0,0
2024-11-21 01:10:00,-99,0,0
2024-11-21 01:40:00,-99,0,0
2024-11-21 02:10:00,-99,0,0
2024-11-21 02:20:00,-99,0,0
2024-11-21 02:40:00,-99,0,0
2024-11-21 02:50:00,-99,0,0
2024-11-21 03:10:00,-99,0,0
2024-11-21 03:20:00,-99,0,0
2024-11-21 03:40:00,-99,0,0
2024-11-21 03:50:00,-99,0,0
2024-11-21 04:10:00,-99,0,0
2024-11-21 04:40:00,-99,0,0
2024-11-21 05:10:00,-99,0,0
2024-11-21 05:40:00,-99,0,0
2024-11-21 06:10:00,-99,0,0
2024-11-21 06:20:00,-99,0,0
2024-11-21 06:30:00,-99,0,0
2024-11-21 06:50:00,-99,0,0
2024-11-21 07:00:00,-99,0,0
2024-11-21 07:50:00,-99,0,0
2024-11-21 08:00:00,-99,0,0
2024-11-21 08:20:00,-99,0,0
2024-11-21 08:30:00,-99,0,0
2024-11-21 08:50:00,-99,0,0
2024-11-21 09:00:00,-99,0,0
2024-11-21 09:20:00,-99,0,0
2024-11-21 09:30:00,-99,0,0
2024-11-21 10:00:00,-99,0,0
2024-11-21 10:30:00,-99,0,0
2024-11-21 11:00:00,-99,0,0
2024-11-21 11:30:00,-99,0,0
2024-11-21 12:00:00,-99,0,0
2024-11-21 12:30:00,-99,0,0
2024-11-21 13:00:00,-99,0,0
2024-11-21 13:10:00,-99,0,0
2024-11-21 13:30:00,-99,0,0
2024-11-21 14:00:00,-99,0,0
2024-11-21 14:10:00,-99,0,0
2024-11-21 14:30:00,-99,0,0
2024-11-21 14:40:00,-99,0,0
2024-11-21 15:00:00,-99,0,0
2024-11-21 15:10:00,-99,0,0
2024-11-21 15:40:00,-99,0,0
2024-11-21 16:10:00,-99,0,0
2024-11-21 16:40:00,-99,0,0
2024-11-21 17:10:00,-99,0,0
2024-11-21 17:30:00,-99,0,0
2024-11-21 17:50:00,-99,0,0
2024-11-21 18:00:00,-99,0,0
2024-11-21 18:30:00,-99,0,0
2024-11-21 19:00:00,-99,0,0
2024-11-21 19:30:00,-99,0,0
2024-11-21 20:00:00,-99,0,0
2024-11-21 20:10:00,-99,0,0
2024-11-21 20:30:00,-99,0,0
2024-11-21 20:50:00,-99,0,0
2024-11-21 21:00:00,-99,0,0
2024-11-21 21:10:00,-99,0,0
2024-11-21 21:40:00,-99,0,0
2024-11-21 21:50:00,-99,0,0
2024-11-21 22:20:00,-99,0,0
2024-11-21 22:50:00,-99,0,0
2024-11-21 23:10:00,-99,0,0
2024-11-21 23:20:00,-99,0,0
2024-11-21 23:40:00,-99,0,0
2024-11-21 23:50:00,-99,0,0
2024-11-22 00:20:00,-99,0,0
2024-11-22 00:50:00,-99,0,0
2024-11-22 01:20:05,-99,0,0
2024-11-22 01:50:00,-99,0,0
2024-11-22 02:20:00,-99,0,0
2024-11-22 02:50:00,-99,0,0
2024-11-22 03:00:00,-99,0,0
2024-11-22 03:20:00,-99,0,0
2024-11-22 03:50:00,-99,0,0
2024-11-22 04:20:00,-99,0,0
2024-11-22 04:50:00,-99,0,0
2024-11-22 05:20:00,-99,0,0
2024-11-22 05:50:00,-99,0,0
2024-11-22 06:20:00,-99,0,0
2024-11-22 06:50:00,-99,0,0
2024-11-22 07:20:00,-99,0,0
2024-11-22 07:30:00,-99,0,0
2024-11-22 07:40:00,-99,0,0
2024-11-22 08:00:00,-99,0,0
2024-11-22 08:10:00,-99,0,0
2024-11-22 08:30:00,-99,0,0
2024-11-22 08:40:00,-99,0,0
2024-11-22 09:00:00,-99,0,0
2024-11-22 09:10:00,-99,0,0
2024-11-22 09:30:00,-99,0,0
2024-11-22 09:40:00,-99,0,0
2024-11-22 09:50:00,-99,0,0
2024-11-22 10:30:00,-99,0,0
2024-11-22 10:50:00,-99,0,0
2024-11-22 11:00:00,-99,0,0
2024-11-22 11:20:00,-99,0,0
2024-11-22 11:30:00,-99,0,0
2024-11-22 12:00:00,-99,0,0
2024-11-22 12:30:00,-99,0,0
2024-11-22 13:00:00,-99,0,0
2024-11-22 13:10:00,-99,0,0
2024-11-22 13:30:00,-99,0,0
2024-11-22 14:00:00,-99,0,0
2024-11-22 14:30:00,-99,0,0
2024-11-22 15:00:00,-99,0,0
2024-11-22 15:10:00,-99,0,0
2024-11-22 15:30:00,-99,0,0
2024-11-22 15:40:00,-99,0,0
2024-11-22 16:00:00,-99,0,0
2024-11-22 16:10:00,-99,0,0
2024-11-22 16:30:00,-99,0,0
2024-11-22 16:40:00,-99,0,0
2024-11-22 17:10:00,-99,0,0
2024-11-22 17:40:00,-99,0,0
2024-11-22 18:10:00,-99,0,0
2024-11-22 18:40:00,-99,0,0
2024-11-22 19:10:00,-99,0,0
2024-11-22 19:20:00,-99,0,0
2024-11-22 19:40:00,-99,0,0
2024-11-22 20:20:00,-99,0,0
2024-11-22 20:50:00,-99,0,0
2024-11-22 21:40:00,-99,0,0
2024-11-22 21:50:00,-99,0,0
2024-11-22 22:10:00,-99,0,0
2024-11-22 22:20:00,-99,0,0
2024-11-22 22:40:00,-99,0,0
2024-11-22 23:00:00,-99,0,0
2024-11-22 23:10:00,-99,0,0
2024-11-22 23:40:05,-99,0,0
2024-11-23 00:20:00,-99,0,0
2024-11-23 00:30:00,-99,0,0
2024-11-23 01:00:00,-99,0,0
2024-11-23 01:10:00,-99,0,0
2024-11-23 01:30:00,-99,0,0
2024-11-23 01:50:00,-99,0,0
2024-11-23 02:20:00,-99,0,0
2024-11-23 02:50:00,-99,0,0
2024-11-23 03:00:00,-99,0,0
2024-11-23 03:20:00,-99,0,0
2024-11-23 03:50:00,-99,0,0
2024-11-23 04:20:00,-99,0,0
2024-11-23 04:50:00,-99,0,0
2024-11-23 05:00:00,-99,0,0
2024-11-23 05:20:00,-99,0,0
2024-11-23 05:30:00,-99,0,0
2024-11-23 05:50:00,-99,0,0
2024-11-23 06:10:00,-99,0,0
2024-11-23 06:40:00,-99,0,0
2024-11-23 07:10:00,-99,0,0
2024-11-23 07:40:00,-99,0,0
2024-11-23 08:00:00,-99,0,0
2024-11-23 08:20:00,-99,0,0
2024-11-23 08:30:00,-99,0,0
2024-11-23 09:10:00,-99,0,0
2024-11-23 09:40:00,-99,0,0
2024-11-23 09:50:00,-99,0,0
2024-11-23 10:10:00,-99,0,0
2024-11-23 10:20:00,-99,0,0
2024-11-23 10:30:00,-99,0,0
2024-11-23 10:40:00,-99,0,0
2024-11-23 11:20:00,-99,0,0
2024-11-23 11:30:00,-99,0,0
2024-11-23 11:50:00,-99,0,0
2024-11-23 12:00:00,-99,0,0
2024-11-23 12:20:00,-99,0,0
2024-11-23 12:30:00,-99,0,0
2024-11-23 12:40:00,-99,0,0
2024-11-23 12:50:00,-99,0,0
2024-11-23 13:00:00,-99,0,0
2024-11-23 13:20:00,-99,0,0
2024-11-23 13:30:00,-99,0,0
2024-11-23 13:50:00,-99,0,0
2024-11-23 14:00:00,-99,0,0
2024-11-23 14:10:05,-99,0,0
2024-11-23 14:20:05,-99,0,0
2024-11-23 14:40:00,-99,0,0
2024-11-23 14:50:00,-99,0,0
2024-11-23 15:20:00,-99,0,0
2024-11-23 15:50:00,-99,0,0
2024-11-23 16:20:00,-99,0,0
2024-11-23 16:50:00,-99,0,0
2024-11-23 17:00:00,-99,0,0
2024-11-23 17:20:00,-99,0,0
2024-11-23 17:30:00,-99,0,0
2024-11-23 17:50:00,-99,0,0
2024-11-23 18:10:00,-99,0,0
2024-11-23 18:40:00,-99,0,0
2024-11-23 19:10:00,-99,0,0
2024-11-23 19:40:00,-99,0,0
2024-11-23 20:00:00,-99,0,0
2024-11-23 20:20:00,-99,0,0
2024-11-23 20:30:00,-99,0,0
2024-11-23 20:50:00,-99,0,0
2024-11-23 21:00:00,-99,0,0
2024-11-23 21:20:00,-99,0,0
2024-11-23 21:30:00,-99,0,0
2024-11-23 21:50:00,-99,0,0
2024-11-23 22:20:00,-99,0,0
2024-11-23 22:50:00,-99,0,0
2024-11-23 23:20:00,-99,0,0
2024-11-23 23:40:00,-99,0,0
2024-11-23 23:50:00,-99,0,0
2024-11-24 00:10:00,-99,0,0
2024-11-24 00:40:00,-99,0,0
2024-11-24 01:10:00,-99,0,0
2024-11-24 01:40:00,-99,0,0
2024-11-24 02:10:00,-99,0,0
2024-11-24 02:30:00,-99,0,0
2024-11-24 03:00:00,-99,0,0
2024-11-24 03:10:00,-99,0,0
2024-11-24 03:30:00,-99,0,0
2024-11-24 03:40:00,-99,0,0
2024-11-24 04:00:00,-99,0,0
2024-11-24 04:10:00,-99,0,0
2024-11-24 04:30:00,-99,0,0
2024-11-24 04:40:00,-99,0,0
2024-11-24 05:00:00,-99,0,0
2024-11-24 05:10:00,-99,0,0
2024-11-24 05:30:00,-99,0,0
2024-11-24 05:40:00,-99,0,0
2024-11-24 06:00:00,-99,0,0
2024-11-24 06:10:00,-99,0,0
2024-11-24 06:30:00,-99,0,0
2024-11-24 06:40:00,-99,0,0
2024-11-24 07:00:00,-99,0,0
2024-11-24 07:10:00,-99,0,0
2024-11-24 07:30:00,-99,0,0
2024-11-24 07:40:00,-99,0,0
2024-11-24 08:00:00,-99,0,0
2024-11-24 08:10:00,-99,0,0
2024-11-24 08:30:00,-99,0,0
2024-11-24 08:40:00,-99,0,0
2024-11-24 09:00:00,-99,0,0
2024-11-24 09:10:00,-99,0,0
2024-11-24 09:30:00,-99,0,0
2024-11-24 09:40:00,-99,0,0
2024-11-24 10:00:00,-99,0,0
2024-11-24 10:10:00,-99,0,0
2024-11-24 10:50:00,-99,0,0
2024-11-24 11:00:00,-99,0,0
2024-11-24 11:40:00,-99,0,0
2024-11-24 12:10:00,-99,0,0
2024-11-24 12:20:00,-99,0,0
2024-11-24 12:40:00,-99,0,0
2024-11-24 12:50:00,-99,0,0
2024-11-24 13:10:00,-99,0,0
2024-11-24 13:20:00,-99,0,0
2024-11-24 13:40:00,-99,0,0
2024-11-24 13:50:05,-99,0,0
2024-11-24 14:00:00,-99,0,0
2024-11-24 14:30:00,-99,0,0
2024-11-24 15:00:00,-99,0,0
2024-11-24 15:10:00,-99,0,0
2024-11-24 15:30:00,-99,0,0
2024-11-24 15:50:05,-99,0,0
2024-11-24 16:00:00,-99,0,0
2024-11-24 16:30:00,-99,0,0
2024-11-24 16:40:00,-99,0,0
2024-11-24 16:50:05,-99,0,0
2024-11-24 17:20:00,-99,0,0
2024-11-24 17:30:00,-99,0,0
2024-11-24 17:50:00,-99,0,0
2024-11-24 18:00:00,-99,0,0
2024-11-24 18:20:00,-99,0,0
2024-11-24 18:30:00,-99,0,0
2024-11-24 19:00:00,-99,0,0
2024-11-24 19:40:00,-99,0,0
2024-11-24 20:10:00,-99,0,0
2024-11-24 20:40:00,-99,0,0
2024-11-24 20:50:00,-99,0,0
2024-11-24 21:00:00,-99,0,0
2024-11-24 21:10:00,-99,0,0
2024-11-24 21:20:05,-99,0,0
2024-11-24 21:30:00,-99,0,0
2024-11-24 21:40:00,-99,0,0
2024-11-24 22:10:00,-99,0,0
2024-11-24 22:20:00,-99,0,0
2024-11-24 22:40:00,-99,0,0
2024-11-24 22:50:00,-99,0,0
2024-11-24 23:10:00,-99,0,0
2024-11-24 23:30:00,-99,0,0
2024-11-25 00:10:00,-99,0,0
2024-11-25 00:30:00,-99,0,0
2024-11-25 00:40:00,-99,0,0
2024-11-25 01:00:00,-99,0,0
2024-11-25 01:10:00,-99,0,0
