Date,Energie cumule (kWh),Energie par periode (kWh),Puissance moyenne (kW)
2022-12-27 00:20:00,309586,3,4.5
2022-12-27 01:00:00,309590,4,6
2022-12-27 01:40:00,309594,4,6
2022-12-27 02:20:00,309596,2,3
2022-12-27 03:00:00,309597,1,1.5
2022-12-27 03:40:00,309599,2,3
2022-12-27 04:20:00,309600,1,1.5
2022-12-27 05:00:00,309602,2,3
2022-12-27 05:40:00,309603,1,1.5
2022-12-27 06:20:00,309605,2,3
2022-12-27 07:40:00,309607,2,1.5
2022-12-27 08:20:00,309608,1,1.5
2022-12-27 09:00:00,309609,1,1.5
2022-12-27 09:40:00,309611,2,3
2022-12-27 10:20:00,309612,1,1.5
2022-12-27 11:00:00,309613,1,1.5
2022-12-27 11:40:00,309614,1,1.5
2022-12-27 12:20:00,309616,2,3
2022-12-27 13:00:00,309617,1,1.5
2022-12-27 13:40:00,309618,1,1.5
2022-12-27 14:20:00,309619,1,1.5
2022-12-27 15:00:00,309620,1,1.5
2022-12-27 15:40:00,309622,2,3
2022-12-27 16:20:00,309623,1,1.5
2022-12-27 17:00:00,309624,1,1.5
2022-12-27 17:40:00,309625,1,1.5
2022-12-27 18:20:00,309627,2,3
2022-12-27 19:00:00,309628,1,1.5
2022-12-27 19:40:00,309629,1,1.5
2022-12-27 20:20:00,309631,2,3
2022-12-27 21:00:00,309632,1,1.5
2022-12-27 21:40:00,309634,2,3
2022-12-27 22:20:00,309636,2,3
2022-12-27 23:00:00,309637,1,1.5
2022-12-27 23:40:00,309638,1,1.5
2022-12-28 00:20:00,309642,4,6
2022-12-28 01:00:00,309646,4,6
2022-12-28 01:40:00,309649,3,4.5
2022-12-28 02:20:00,309652,3,4.5
2022-12-28 03:00:00,309653,1,1.5
2022-12-28 03:40:00,309654,1,1.5
2022-12-28 04:20:00,309656,2,3
2022-12-28 05:00:00,309657,1,1.5
2022-12-28 05:40:00,309659,2,3
2022-12-28 06:20:00,309661,2,3
2022-12-28 07:00:00,309662,1,1.5
2022-12-28 07:40:00,309663,1,1.5
2022-12-28 08:20:00,309665,2,3
2022-12-28 09:00:00,309666,1,1.5
2022-12-28 09:40:00,309667,1,1.5
2022-12-28 10:20:00,309668,1,1.5
2022-12-28 11:00:00,309669,1,1.5
2022-12-28 11:40:00,309671,2,3
2022-12-28 12:20:00,309672,1,1.5
2022-12-28 13:00:00,309673,1,1.5
2022-12-28 13:40:00,309675,2,3
2022-12-28 14:20:00,309676,1,1.5
2022-12-28 15:00:00,309677,1,1.5
2022-12-28 15:40:00,309678,1,1.5
2022-12-28 16:20:00,309680,2,3
2022-12-28 17:00:00,309681,1,1.5
2022-12-28 17:40:00,309682,1,1.5
2022-12-28 18:20:00,309683,1,1.5
2022-12-28 19:00:00,309684,1,1.5
2022-12-28 19:40:00,309686,2,3
2022-12-28 20:20:00,309687,1,1.5
2022-12-28 21:00:00,309688,1,1.5
2022-12-28 21:40:00,309690,2,3
2022-12-28 22:20:00,309692,2,3
2022-12-28 23:40:00,309694,2,1.5
2022-12-29 00:20:00,309697,3,4.5
2022-12-29 01:00:00,309701,4,6
2022-12-29 01:40:00,309704,3,4.5
2022-12-29 02:20:00,309706,2,3
2022-12-29 03:40:00,309708,2,1.5
2022-12-29 04:20:00,309710,2,3
2022-12-29 05:00:00,309712,2,3
2022-12-29 05:40:00,309713,1,1.5
2022-12-29 06:20:00,309715,2,3
2022-12-29 07:00:00,309716,1,1.5
2022-12-29 07:40:00,309718,2,3
2022-12-29 08:20:00,309719,1,1.5
2022-12-29 09:00:00,309720,1,1.5
2022-12-29 09:40:00,309721,1,1.5
2022-12-29 10:20:00,309722,1,1.5
2022-12-29 11:00:00,309723,1,1.5
2022-12-29 11:40:00,309725,2,3
2022-12-29 12:20:00,309726,1,1.5
2022-12-29 13:00:00,309727,1,1.5
2022-12-29 13:40:00,309728,1,1.5
2022-12-29 14:20:00,309730,2,3
2022-12-29 15:00:00,309731,1,1.5
2022-12-29 15:40:00,309732,1,1.5
2022-12-29 16:20:00,309734,2,3
2022-12-29 17:00:00,309735,1,1.5
2022-12-29 17:40:00,309736,1,1.5
2022-12-29 18:20:00,309738,2,3
2022-12-29 19:00:00,309739,1,1.5
2022-12-29 19:40:00,309740,1,1.5
2022-12-29 20:20:00,309742,2,3
2022-12-29 21:00:00,309743,1,1.5
2022-12-29 21:40:00,309745,2,3
2022-12-29 22:20:00,309747,2,3
2022-12-29 23:00:00,309748,1,1.5
2022-12-29 23:40:00,309750,2,3
2022-12-30 00:20:00,309753,3,4.5
2022-12-30 01:00:00,309757,4,6
2022-12-30 01:40:00,309760,3,4.5
2022-12-30 02:20:00,309762,2,3
2022-12-30 03:00:00,309763,1,1.5
2022-12-30 03:40:00,309765,2,3
2022-12-30 04:20:00,309767,2,3
2022-12-30 05:00:00,309769,2,3
2022-12-30 05:40:00,309770,1,1.5
2022-12-30 06:20:00,309772,2,3
2022-12-30 07:00:00,309773,1,1.5
2022-12-30 07:40:00,309774,1,1.5
2022-12-30 08:20:00,309775,1,1.5
2022-12-30 09:00:00,309776,1,1.5
2022-12-30 09:40:00,309778,2,3
2022-12-30 10:20:00,309779,1,1.5
2022-12-30 11:00:00,309780,1,1.5
2022-12-30 11:40:00,309781,1,1.5
2022-12-30 12:20:00,309783,2,3
2022-12-30 13:00:00,309784,1,1.5
2022-12-30 13:40:00,309785,1,1.5
2022-12-30 14:20:00,309787,2,3
2022-12-30 15:00:00,309789,2,3
2022-12-30 15:40:00,309791,2,3
2022-12-30 16:20:00,309792,1,1.5
2022-12-30 17:00:00,309793,1,1.5
2022-12-30 17:40:00,309794,1,1.5
2022-12-30 18:20:00,309796,2,3
2022-12-30 19:00:00,309797,1,1.5
2022-12-30 19:40:00,309798,1,1.5
2022-12-30 20:20:00,309800,2,3
2022-12-30 21:00:00,309801,1,1.5
2022-12-30 21:40:00,309804,3,4.5
2022-12-30 22:20:00,309805,1,1.5
2022-12-30 23:00:00,309806,1,1.5
2022-12-30 23:40:00,309808,2,3
2022-12-31 00:20:00,309810,2,3
2022-12-31 01:00:00,309812,2,3
2022-12-31 01:40:00,309815,3,4.5
2022-12-31 02:20:00,309816,1,1.5
2022-12-31 03:00:00,309817,1,1.5
2022-12-31 03:40:00,309819,2,3
2022-12-31 04:20:00,309821,2,3
2022-12-31 05:00:00,309822,1,1.5
2022-12-31 05:40:00,309824,2,3
2022-12-31 06:20:00,309825,1,1.5
2022-12-31 07:00:00,309826,1,1.5
2022-12-31 07:40:00,309827,1,1.5
2022-12-31 08:20:00,309829,2,3
2022-12-31 09:00:00,309830,1,1.5
2022-12-31 09:40:00,309831,1,1.5
2022-12-31 10:20:00,309833,2,3
2022-12-31 11:00:00,309834,1,1.5
2022-12-31 11:40:00,309835,1,1.5
2022-12-31 12:20:00,309837,2,3
2022-12-31 13:00:00,309838,1,1.5
2022-12-31 13:40:00,309839,1,1.5
2022-12-31 14:20:00,309841,2,3
2022-12-31 15:40:00,309843,2,1.5
2022-12-31 16:20:00,309844,1,1.5
2022-12-31 17:00:00,309845,1,1.5
2022-12-31 17:40:00,309846,1,1.5
2022-12-31 18:20:00,309848,2,3
2022-12-31 19:00:00,309849,1,1.5
2022-12-31 19:40:00,309850,1,1.5
2022-12-31 20:20:00,309852,2,3
2022-12-31 21:00:00,309853,1,1.5
2022-12-31 21:40:00,309855,2,3
2022-12-31 22:20:00,309857,2,3
2022-12-31 23:00:00,309858,1,1.5
2022-12-31 23:40:00,309860,2,3
2023-01-01 00:20:00,309862,2,3
2023-01-01 01:00:00,309864,2,3
2023-01-01 01:40:00,309868,4,6
2023-01-01 02:20:00,309870,2,3
2023-01-01 03:00:00,309871,1,1.5
2023-01-01 03:40:00,309873,2,3
2023-01-01 04:20:00,309874,1,1.5
2023-01-01 05:00:00,309875,1,1.5
2023-01-01 05:40:00,309877,2,3
2023-01-01 06:20:00,309878,1,1.5
2023-01-01 07:00:00,309879,1,1.5
2023-01-01 07:40:00,309880,1,1.5
2023-01-01 08:20:00,309882,2,3
2023-01-01 09:00:00,309883,1,1.5
2023-01-01 09:40:00,309884,1,1.5
2023-01-01 10:20:00,309885,1,1.5
2023-01-01 11:00:00,309886,1,1.5
2023-01-01 11:40:00,309888,2,3
2023-01-01 12:20:00,309889,1,1.5
2023-01-01 13:00:00,309890,1,1.5
2023-01-01 13:40:00,309891,1,1.5
2023-01-01 14:20:00,309893,2,3
2023-01-01 15:00:00,309894,1,1.5
2023-01-01 15:40:00,309895,1,1.5
2023-01-01 16:20:00,309897,2,3
2023-01-01 17:00:00,309898,1,1.5
2023-01-01 17:40:00,309899,1,1.5
2023-01-01 18:20:00,309900,1,1.5
2023-01-01 19:00:00,309901,1,1.5
2023-01-01 19:40:00,309903,2,3
2023-01-01 20:20:00,309904,1,1.5
2023-01-01 21:00:00,309906,2,3
2023-01-01 21:40:00,309908,2,3
2023-01-01 22:20:00,309910,2,3
2023-01-01 23:00:00,309911,1,1.5
2023-01-01 23:40:00,309912,1,1.5
2023-01-02 00:20:00,309916,4,6
2023-01-02 01:00:00,309920,4,6
2023-01-02 01:40:00,309925,5,7.5
2023-01-02 02:20:00,309928,3,4.5
2023-01-02 03:00:00,309929,1,1.5
2023-01-02 03:40:00,309931,2,3
2023-01-02 04:20:00,309932,1,1.5
2023-01-02 05:00:00,309933,1,1.5
2023-01-02 05:40:00,309935,2,3
2023-01-02 06:20:00,309937,2,3
2023-01-02 07:00:00,309938,1,1.5
2023-01-02 07:40:00,309939,1,1.5
2023-01-02 08:20:00,309943,4,6
2023-01-02 09:00:00,309945,2,3
2023-01-02 09:40:00,309946,1,1.5
2023-01-02 10:20:00,309948,2,3
2023-01-02 11:00:00,309949,1,1.5
2023-01-02 11:40:00,309950,1,1.5
2023-01-02 12:20:00,309951,1,1.5
2023-01-02 13:00:00,309952,1,1.5
2023-01-02 13:40:00,309954,2,3
2023-01-02 14:20:00,309955,1,1.5
2023-01-02 15:00:00,309956,1,1.5
2023-01-02 15:40:00,309957,1,1.5
2023-01-02 16:20:00,309959,2,3
2023-01-02 17:00:00,309960,1,1.5
2023-01-02 17:40:00,309961,1,1.5
2023-01-02 18:20:00,309963,2,3
2023-01-02 19:00:00,309964,1,1.5
2023-01-02 19:40:00,309965,1,1.5
2023-01-02 20:20:00,309967,2,3
2023-01-02 21:00:00,309968,1,1.5
2023-01-02 21:40:00,309970,2,3
2023-01-02 22:20:00,309972,2,3
2023-01-02 23:00:00,309973,1,1.5
2023-01-02 23:40:00,309974,1,1.5
2023-01-03 00:20:00,309977,3,4.5
2023-01-03 01:00:00,309981,4,6
2023-01-03 01:40:00,309985,4,6
2023-01-03 02:20:00,309986,1,1.5
2023-01-03 03:00:00,309987,1,1.5
2023-01-03 03:40:00,309989,2,3
2023-01-03 04:20:00,309991,2,3
2023-01-03 05:00:00,309992,1,1.5
2023-01-03 05:40:00,309993,1,1.5
2023-01-03 06:20:00,309995,2,3
2023-01-03 07:00:00,309997,2,3
2023-01-03 07:40:00,310000,3,4.5
2023-01-03 08:20:00,310003,3,4.5
2023-01-03 09:00:00,310007,4,6
2023-01-03 09:40:00,310015,8,12
2023-01-03 10:20:00,310031,16,24
2023-01-03 11:00:00,310042,11,16.5
2023-01-03 11:40:00,310059,17,25.5
2023-01-03 12:20:00,310076,17,25.5
2023-01-03 13:00:00,310087,11,16.5
2023-01-03 13:40:00,310104,17,25.5
2023-01-03 14:20:00,310122,18,27
2023-01-03 15:00:00,310134,12,18
2023-01-03 15:40:00,310151,17,25.5
2023-01-03 16:20:00,310168,17,25.5
2023-01-03 17:00:00,310178,10,15
2023-01-03 17:40:00,310192,14,21
2023-01-03 18:20:00,310199,7,10.5
2023-01-03 19:00:00,310203,4,6
2023-01-03 19:40:00,310207,4,6
2023-01-03 20:20:00,310211,4,6
2023-01-03 21:00:00,310214,3,4.5
2023-01-03 21:40:00,310217,3,4.5
2023-01-03 22:20:00,310221,4,6
2023-01-03 23:00:00,310223,2,3
2023-01-03 23:40:00,310226,3,4.5
2023-01-04 00:20:00,310230,4,6
2023-01-04 01:00:00,310235,5,7.5
2023-01-04 01:40:00,310240,5,7.5
2023-01-04 02:20:00,310246,6,9
2023-01-04 03:00:00,310248,2,3
2023-01-04 03:40:00,310252,4,6
2023-01-04 04:20:00,310255,3,4.5
2023-01-04 05:00:00,310257,2,3
2023-01-04 05:40:00,310260,3,4.5
2023-01-04 06:20:00,310263,3,4.5
2023-01-04 07:00:00,310266,3,4.5
2023-01-04 07:40:00,310272,6,9
2023-01-04 08:20:00,310279,7,10.5
2023-01-04 09:00:00,310285,6,9
2023-01-04 09:40:00,310296,11,16.5
2023-01-04 10:20:00,310310,14,21
2023-01-04 11:00:00,310318,8,12
2023-01-04 11:40:00,310331,13,19.5
2023-01-04 12:20:00,310344,13,19.5
2023-01-04 13:00:00,310351,7,10.5
2023-01-04 13:40:00,310365,14,21
2023-01-04 14:20:00,310379,14,21
2023-01-04 15:00:00,310388,9,13.5
2023-01-04 15:40:00,310401,13,19.5
2023-01-04 16:20:00,310413,12,18
2023-01-04 17:00:00,310421,8,12
2023-01-04 17:40:00,310432,11,16.5
2023-01-04 18:20:00,310440,8,12
2023-01-04 19:00:00,310443,3,4.5
2023-01-04 19:40:00,310447,4,6
2023-01-04 20:20:00,310452,5,7.5
2023-01-04 21:00:00,310454,2,3
2023-01-04 21:40:00,310457,3,4.5
2023-01-04 22:20:00,310459,2,3
2023-01-04 23:00:00,310461,2,3
2023-01-04 23:40:00,310464,3,4.5
2023-01-05 00:20:00,310469,5,7.5
2023-01-05 01:00:00,310474,5,7.5
2023-01-05 01:40:00,310481,7,10.5
2023-01-05 02:20:00,310488,7,10.5
2023-01-05 03:00:00,310492,4,6
2023-01-05 03:40:00,310496,4,6
2023-01-05 04:20:00,310499,3,4.5
2023-01-05 05:00:00,310502,3,4.5
2023-01-05 05:40:00,310505,3,4.5
2023-01-05 06:20:00,310508,3,4.5
2023-01-05 07:00:00,310511,3,4.5
2023-01-05 07:40:00,310516,5,7.5
2023-01-05 08:20:00,310525,9,13.5
2023-01-05 09:00:00,310531,6,9
2023-01-05 09:40:00,310543,12,18
2023-01-05 10:20:00,310558,15,22.5
2023-01-05 11:00:00,310568,10,15
2023-01-05 11:40:00,310584,16,24
2023-01-05 12:20:00,310601,17,25.5
2023-01-05 13:00:00,310611,10,15
2023-01-05 13:40:00,310626,15,22.5
2023-01-05 14:20:00,310638,12,18
2023-01-05 15:00:00,310647,9,13.5
2023-01-05 15:40:00,310659,12,18
2023-01-05 16:20:00,310671,12,18
2023-01-05 17:00:00,310678,7,10.5
2023-01-05 17:40:00,310688,10,15
2023-01-05 18:20:00,310696,8,12
2023-01-05 19:00:00,310699,3,4.5
2023-01-05 19:40:00,310704,5,7.5
2023-01-05 20:20:00,310708,4,6
2023-01-05 21:00:00,310712,4,6
2023-01-05 21:40:00,310716,4,6
2023-01-05 22:20:00,310721,5,7.5
2023-01-05 23:00:00,310724,3,4.5
2023-01-05 23:40:00,310727,3,4.5
2023-01-06 00:20:00,310731,4,6
2023-01-06 01:00:00,310736,5,7.5
2023-01-06 01:40:00,310744,8,12
2023-01-06 02:20:00,310749,5,7.5
2023-01-06 03:00:00,310753,4,6
2023-01-06 03:40:00,310759,6,9
2023-01-06 04:20:00,310763,4,6
2023-01-06 05:00:00,310766,3,4.5
2023-01-06 05:40:00,310769,3,4.5
2023-01-06 06:20:00,310772,3,4.5
2023-01-06 07:00:00,310776,4,6
2023-01-06 07:40:00,310781,5,7.5
2023-01-06 08:20:00,310789,8,12
2023-01-06 09:00:00,310795,6,9
2023-01-06 09:40:00,310805,10,15
2023-01-06 10:20:00,310817,12,18
2023-01-06 11:00:00,310825,8,12
2023-01-06 11:40:00,310836,11,16.5
2023-01-06 12:20:00,310847,11,16.5
2023-01-06 13:00:00,310855,8,12
2023-01-06 13:40:00,310865,10,15
2023-01-06 14:20:00,310876,11,16.5
2023-01-06 15:00:00,310883,7,10.5
2023-01-06 15:40:00,310894,11,16.5
2023-01-06 16:20:00,310904,10,15
2023-01-06 17:00:00,310910,6,9
2023-01-06 17:40:00,310919,9,13.5
2023-01-06 18:20:00,310924,5,7.5
2023-01-06 19:00:00,310927,3,4.5
2023-01-06 19:40:00,310931,4,6
2023-01-06 20:20:00,310935,4,6
2023-01-06 21:00:00,310938,3,4.5
2023-01-06 21:40:00,310942,4,6
2023-01-06 22:20:00,310945,3,4.5
2023-01-06 23:00:00,310946,1,1.5
2023-01-06 23:40:00,310948,2,3
2023-01-07 00:20:00,310951,3,4.5
2023-01-07 01:00:00,310954,3,4.5
2023-01-07 01:40:00,310958,4,6
2023-01-07 02:20:00,310962,4,6
2023-01-07 03:00:00,310966,4,6
2023-01-07 03:40:00,310970,4,6
2023-01-07 04:20:00,310974,4,6
2023-01-07 05:00:00,310975,1,1.5
2023-01-07 05:40:00,310977,2,3
2023-01-07 06:20:00,310979,2,3
2023-01-07 07:00:00,310981,2,3
2023-01-07 07:40:00,310983,2,3
2023-01-07 08:20:00,310985,2,3
2023-01-07 09:00:00,310987,2,3
2023-01-07 09:40:00,310991,4,6
2023-01-07 10:20:00,310994,3,4.5
2023-01-07 11:00:00,310996,2,3
2023-01-07 11:40:00,311000,4,6
2023-01-07 12:20:00,311002,2,3
2023-01-07 13:00:00,311005,3,4.5
2023-01-07 13:40:00,311009,4,6
2023-01-07 14:20:00,311012,3,4.5
2023-01-07 15:00:00,311014,2,3
2023-01-07 15:40:00,311017,3,4.5
2023-01-07 16:20:00,311022,5,7.5
2023-01-07 17:00:00,311024,2,3
2023-01-07 17:40:00,311027,3,4.5
2023-01-07 18:20:00,311030,3,4.5
2023-01-07 19:00:00,311031,1,1.5
2023-01-07 19:40:00,311033,2,3
2023-01-07 20:20:00,311035,2,3
2023-01-07 21:00:00,311037,2,3
2023-01-07 21:40:00,311040,3,4.5
2023-01-07 22:20:00,311042,2,3
2023-01-07 23:00:00,311043,1,1.5
2023-01-07 23:40:00,311045,2,3
2023-01-08 00:20:00,311048,3,4.5
2023-01-08 01:00:00,311051,3,4.5
2023-01-08 01:40:00,311057,6,9
2023-01-08 02:20:00,311059,2,3
2023-01-08 03:00:00,311060,1,1.5
2023-01-08 03:40:00,311062,2,3
2023-01-08 04:20:00,311064,2,3
2023-01-08 05:00:00,311066,2,3
2023-01-08 05:40:00,311068,2,3
2023-01-08 06:20:00,311070,2,3
2023-01-08 07:00:00,311071,1,1.5
2023-01-08 07:40:00,311073,2,3
2023-01-08 08:20:00,311075,2,3
2023-01-08 09:00:00,311076,1,1.5
2023-01-08 09:40:00,311078,2,3
2023-01-08 10:20:00,311081,3,4.5
2023-01-08 11:00:00,311083,2,3
2023-01-08 11:40:00,311086,3,4.5
2023-01-08 12:20:00,311088,2,3
2023-01-08 13:00:00,311090,2,3
2023-01-08 13:40:00,311093,3,4.5
2023-01-08 14:20:00,311096,3,4.5
2023-01-08 15:00:00,311098,2,3
2023-01-08 15:40:00,311100,2,3
2023-01-08 16:20:00,311103,3,4.5
2023-01-08 17:00:00,311105,2,3
2023-01-08 17:40:00,311108,3,4.5
2023-01-08 18:20:00,311110,2,3
2023-01-08 19:00:00,311111,1,1.5
2023-01-08 19:40:00,311113,2,3
2023-01-08 20:20:00,311115,2,3
2023-01-08 21:00:00,311116,1,1.5
2023-01-08 21:40:00,311119,3,4.5
2023-01-08 22:20:00,311121,2,3
2023-01-08 23:00:00,311123,2,3
2023-01-08 23:40:00,311124,1,1.5
2023-01-09 00:20:00,311128,4,6
2023-01-09 01:00:00,311133,5,7.5
2023-01-09 01:40:00,311143,10,15
2023-01-09 02:20:00,311152,9,13.5
2023-01-09 03:00:00,311158,6,9
2023-01-09 03:40:00,311166,8,12
2023-01-09 04:20:00,311170,4,6
2023-01-09 05:00:00,311173,3,4.5
2023-01-09 05:40:00,311175,2,3
2023-01-09 06:20:00,311177,2,3
2023-01-09 07:00:00,311180,3,4.5
2023-01-09 07:40:00,311184,4,6
2023-01-09 08:20:00,311191,7,10.5
2023-01-09 09:00:00,311196,5,7.5
2023-01-09 09:40:00,311207,11,16.5
2023-01-09 10:20:00,311220,13,19.5
2023-01-09 11:00:00,311230,10,15
2023-01-09 11:40:00,311245,15,22.5
2023-01-09 12:20:00,311261,16,24
2023-01-09 13:00:00,311272,11,16.5
2023-01-09 13:40:00,311287,15,22.5
2023-01-09 14:20:00,311301,14,21
2023-01-09 15:00:00,311310,9,13.5
2023-01-09 15:40:00,311326,16,24
2023-01-09 16:20:00,311342,16,24
2023-01-09 17:00:00,311353,11,16.5
2023-01-09 17:40:00,311367,14,21
2023-01-09 18:20:00,311376,9,13.5
2023-01-09 19:00:00,311381,5,7.5
2023-01-09 19:40:00,311389,8,12
2023-01-09 20:20:00,311394,5,7.5
2023-01-09 21:00:00,311399,5,7.5
2023-01-09 21:40:00,311405,6,9
2023-01-09 22:20:00,311408,3,4.5
2023-01-09 23:00:00,311410,2,3
2023-01-09 23:40:00,311413,3,4.5
2023-01-10 00:20:00,311417,4,6
2023-01-10 01:00:00,311421,4,6
2023-01-10 01:40:00,311428,7,10.5
2023-01-10 02:20:00,311434,6,9
2023-01-10 03:00:00,311438,4,6
2023-01-10 03:40:00,311443,5,7.5
2023-01-10 04:20:00,311448,5,7.5
2023-01-10 05:00:00,311451,3,4.5
2023-01-10 05:40:00,311454,3,4.5
2023-01-10 06:20:00,311457,3,4.5
2023-01-10 07:00:00,311460,3,4.5
2023-01-10 07:40:00,311464,4,6
2023-01-10 08:20:00,311471,7,10.5
2023-01-10 09:00:00,311477,6,9
2023-01-10 09:40:00,311488,11,16.5
2023-01-10 10:20:00,311502,14,21
2023-01-10 11:00:00,311511,9,13.5
2023-01-10 11:40:00,311525,14,21
2023-01-10 12:20:00,311539,14,21
2023-01-10 13:00:00,311548,9,13.5
2023-01-10 13:40:00,311559,11,16.5
2023-01-10 14:20:00,311571,12,18
2023-01-10 15:00:00,311579,8,12
2023-01-10 15:40:00,311592,13,19.5
2023-01-10 16:20:00,311604,12,18
2023-01-10 17:00:00,311609,5,7.5
2023-01-10 17:40:00,311618,9,13.5
2023-01-10 18:20:00,311625,7,10.5
2023-01-10 19:00:00,311629,4,6
2023-01-10 19:40:00,311634,5,7.5
2023-01-10 20:20:00,311639,5,7.5
2023-01-10 21:00:00,311643,4,6
2023-01-10 21:40:00,311647,4,6
2023-01-10 22:20:00,311650,3,4.5
2023-01-10 23:00:00,311652,2,3
2023-01-10 23:40:00,311654,2,3
2023-01-11 00:20:00,311658,4,6
2023-01-11 01:00:00,311662,4,6
2023-01-11 01:40:00,311669,7,10.5
2023-01-11 02:20:00,311674,5,7.5
2023-01-11 03:00:00,311678,4,6
2023-01-11 03:40:00,311682,4,6
2023-01-11 04:20:00,311687,5,7.5
2023-01-11 05:00:00,311690,3,4.5
2023-01-11 05:40:00,311692,2,3
2023-01-11 06:20:00,311695,3,4.5
2023-01-11 07:00:00,311698,3,4.5
2023-01-11 07:40:00,311703,5,7.5
2023-01-11 08:20:00,311710,7,10.5
2023-01-11 09:00:00,311716,6,9
2023-01-11 09:40:00,311728,12,18
2023-01-11 10:20:00,311742,14,21
2023-01-11 11:00:00,311752,10,15
2023-01-11 11:40:00,311767,15,22.5
2023-01-11 12:20:00,311783,16,24
2023-01-11 13:00:00,311794,11,16.5
2023-01-11 13:40:00,311810,16,24
2023-01-11 14:20:00,311820,10,15
2023-01-11 15:00:00,311839,19,28.5
2023-01-11 15:40:00,311854,15,22.5
2023-01-11 16:20:00,311868,14,21
2023-01-11 17:00:00,311877,9,13.5
2023-01-11 17:40:00,311889,12,18
2023-01-11 18:20:00,311898,9,13.5
2023-01-11 19:00:00,311903,5,7.5
2023-01-11 19:40:00,311909,6,9
2023-01-11 20:20:00,311915,6,9
2023-01-11 21:00:00,311918,3,4.5
2023-01-11 21:40:00,311925,7,10.5
2023-01-11 22:20:00,311930,5,7.5
2023-01-11 23:00:00,311933,3,4.5
2023-01-11 23:40:00,311937,4,6
2023-01-12 00:20:00,311943,6,9
2023-01-12 01:00:00,311949,6,9
2023-01-12 01:40:00,311956,7,10.5
2023-01-12 02:20:00,311963,7,10.5
2023-01-12 03:00:00,311968,5,7.5
2023-01-12 03:40:00,311975,7,10.5
2023-01-12 04:20:00,311980,5,7.5
2023-01-12 05:00:00,311983,3,4.5
2023-01-12 05:40:00,311987,4,6
2023-01-12 06:20:00,311991,4,6
2023-01-12 07:00:00,311995,4,6
2023-01-12 07:40:00,312002,7,10.5
2023-01-12 08:20:00,312011,9,13.5
2023-01-12 09:00:00,312017,6,9
2023-01-12 09:40:00,312026,9,13.5
2023-01-12 10:20:00,312039,13,19.5
2023-01-12 11:00:00,312048,9,13.5
2023-01-12 11:40:00,312062,14,21
2023-01-12 12:20:00,312079,17,25.5
2023-01-12 13:00:00,312090,11,16.5
2023-01-12 13:40:00,312106,16,24
2023-01-12 14:20:00,312125,19,28.5
2023-01-12 15:00:00,312141,16,24
2023-01-12 15:40:00,312163,22,33
2023-01-12 16:20:00,312186,23,34.5
2023-01-12 17:00:00,312201,15,22.5
2023-01-12 17:40:00,312221,20,30
2023-01-12 18:20:00,312237,16,24
2023-01-12 19:00:00,312242,5,7.5
2023-01-12 19:40:00,312250,8,12
2023-01-12 20:20:00,312258,8,12
2023-01-12 21:00:00,312263,5,7.5
2023-01-12 21:40:00,312270,7,10.5
2023-01-12 22:20:00,312277,7,10.5
2023-01-12 23:00:00,312280,3,4.5
2023-01-12 23:40:00,312284,4,6
2023-01-13 00:20:00,312289,5,7.5
2023-01-13 01:00:00,312295,6,9
2023-01-13 01:40:00,312301,6,9
2023-01-13 02:20:00,312307,6,9
2023-01-13 03:00:00,312312,5,7.5
2023-01-13 03:40:00,312318,6,9
2023-01-13 04:20:00,312325,7,10.5
2023-01-13 05:00:00,312329,4,6
2023-01-13 05:40:00,312334,5,7.5
2023-01-13 06:20:00,312344,10,15
2023-01-13 07:00:00,312355,11,16.5
2023-01-13 07:40:00,312370,15,22.5
2023-01-13 08:20:00,312386,16,24
2023-01-13 09:00:00,312397,11,16.5
2023-01-13 09:40:00,312413,16,24
2023-01-13 10:20:00,312426,13,19.5
2023-01-13 11:00:00,312436,10,15
2023-01-13 11:40:00,312450,14,21
2023-01-13 12:20:00,312464,14,21
2023-01-13 13:00:00,312471,7,10.5
2023-01-13 13:40:00,312481,10,15
2023-01-13 14:20:00,312491,10,15
2023-01-13 15:00:00,312497,6,9
2023-01-13 15:40:00,312506,9,13.5
2023-01-13 16:20:00,312515,9,13.5
2023-01-13 17:00:00,312520,5,7.5
2023-01-13 17:40:00,312528,8,12
2023-01-13 18:20:00,312532,4,6
2023-01-13 19:00:00,312534,2,3
2023-01-13 19:40:00,312536,2,3
2023-01-13 20:20:00,312538,2,3
2023-01-13 21:00:00,312540,2,3
2023-01-13 21:40:00,312543,3,4.5
2023-01-13 22:20:00,312545,2,3
2023-01-13 23:00:00,312547,2,3
2023-01-13 23:40:00,312549,2,3
2023-01-14 00:20:00,312552,3,4.5
2023-01-14 01:00:00,312554,2,3
2023-01-14 01:40:00,312559,5,7.5
2023-01-14 02:20:00,312563,4,6
2023-01-14 03:00:00,312566,3,4.5
2023-01-14 03:40:00,312570,4,6
2023-01-14 04:20:00,312574,4,6
2023-01-14 05:00:00,312577,3,4.5
2023-01-14 05:40:00,312579,2,3
2023-01-14 06:20:00,312581,2,3
2023-01-14 07:00:00,312582,1,1.5
2023-01-14 07:40:00,312584,2,3
2023-01-14 08:20:00,312586,2,3
2023-01-14 09:00:00,312588,2,3
2023-01-14 09:40:00,312590,2,3
2023-01-14 10:20:00,312592,2,3
2023-01-14 11:00:00,312594,2,3
2023-01-14 11:40:00,312596,2,3
